distance,destination_dict,source_dict,name_dict,cab_type_dict,price
2.97,6,0,3,0,42.5
2.97,6,0,2,0,34.0
2.97,6,0,7,0,7.0
0.51,9,4,6,0,9.0
0.51,9,4,4,0,26.0
0.51,9,4,7,0,3.5
0.61,11,5,12,1,7.5
0.61,11,5,9,1,7.5
2.14,9,7,7,0,5.0
2.14,9,7,2,0,16.5
2.14,9,7,6,0,13.5
2.14,9,7,3,0,19.5
1.43,0,8,11,1,20.5
1.43,0,8,0,1,17.0
1.43,0,8,10,1,14.0
1.43,0,8,12,1,14.0
1.43,0,8,9,1,10.0
1.43,0,8,1,1,26.0
1.04,4,6,10,1,9.5
2.27,2,1,0,1,19.5
2.27,2,1,9,1,8.0
1.15,10,9,2,0,13.5
1.15,10,9,4,0,27.5
1.15,10,9,5,0,9.0
1.15,10,9,6,0,13.5
2.84,3,11,9,1,9.0
2.84,3,11,0,1,25.0
2.84,3,11,10,1,10.5
2.84,3,11,11,1,18.5
2.84,3,11,1,1,35.0
4.57,4,8,11,1,22.0
4.57,4,8,1,1,41.5
2.46,1,3,11,1,15.0
2.46,1,3,10,1,9.5
2.8,11,8,4,0,32.5
2.16,8,10,7,0,5.0
2.16,8,10,2,0,16.5
2.16,8,10,6,0,13.5
2.16,8,10,4,0,30.0
3.96,4,2,9,1,10.0
2.49,1,9,2,0,19.5
2.49,1,9,3,0,27.5
1.22,4,6,1,1,27.0
1.22,4,6,9,1,8.0
1.22,4,6,10,1,9.5
1.45,2,0,7,0,9.0
1.45,2,0,4,0,52.5
1.45,2,0,3,0,38.0
1.45,2,0,2,0,30.0
1.45,2,0,5,0,13.5
1.08,4,6,2,0,13.5
1.08,4,6,5,0,7.0
1.08,4,6,7,0,3.5
2.5,1,9,12,1,10.5
1.23,6,11,12,1,7.5
1.23,6,11,10,1,7.5
1.23,6,11,0,1,16.5
1.23,6,11,1,1,26.0
1.23,6,11,11,1,12.0
1.13,4,6,6,0,11.0
1.13,4,6,7,0,3.5
1.13,4,6,5,0,7.0
1.13,4,6,2,0,13.5
1.13,4,6,3,0,16.5
1.15,7,6,4,0,26.0
1.15,7,6,2,0,13.5
1.15,7,6,7,0,5.0
1.15,7,6,3,0,16.5
1.15,7,6,6,0,11.0
0.72,5,11,9,1,6.5
0.72,5,11,11,1,11.0
0.72,5,11,0,1,16.0
2.86,11,8,10,1,10.5
2.86,11,8,12,1,10.5
2.8,2,11,10,1,10.5
2.8,2,11,1,1,32.5
2.8,2,11,12,1,10.5
1.41,2,0,0,1,16.0
2.62,1,2,5,0,9.0
2.62,1,2,2,0,19.5
2.62,1,2,3,0,22.5
2.62,1,2,4,0,30.0
2.62,2,10,0,1,24.0
1.13,4,6,3,0,16.5
1.13,4,6,4,0,27.5
1.13,4,6,6,0,10.5
1.25,5,4,1,1,26.5
1.25,5,4,10,1,8.0
1.89,0,9,1,1,32.5
1.89,0,9,11,1,17.0
1.89,0,9,0,1,21.5
1.89,0,9,12,1,11.5
1.45,3,0,7,0,5.0
2.98,10,2,12,1,10.5
3.22,3,7,5,0,9.0
3.22,3,7,7,0,3.5
3.22,3,7,6,0,16.5
3.22,3,7,2,0,19.5
1.41,2,0,1,1,26.5
1.41,2,0,0,1,18.0
1.41,2,0,10,1,8.5
1.41,2,0,9,1,8.0
2.28,5,0,6,0,19.5
2.28,5,0,4,0,38.5
3.16,8,4,3,0,38.0
3.16,8,4,2,0,30.0
4.72,4,2,10,1,14.0
2.55,1,8,9,1,8.0
2.55,1,8,10,1,10.0
4.72,4,2,1,1,41.5
4.72,4,2,9,1,10.0
2.55,1,8,1,1,30.5
1.23,5,1,10,1,7.5
1.23,5,1,12,1,7.5
1.23,5,1,0,1,17.0
3.39,7,2,1,1,34.0
3.39,7,2,10,1,9.5
3.39,7,2,12,1,9.5
0.66,4,9,2,0,16.5
0.66,4,9,6,0,13.5
3.23,7,3,7,0,7.0
3.23,7,3,5,0,11.0
3.23,7,3,6,0,16.5
3.23,7,3,2,0,19.5
1.24,1,5,7,0,3.0
1.24,1,5,6,0,13.5
1.24,1,5,5,0,7.0
1.03,7,6,11,1,10.5
1.03,7,6,10,1,7.0
1.35,6,1,11,1,12.5
3.45,9,0,12,1,9.5
3.45,9,0,10,1,9.5
3.45,9,0,9,1,10.0
0.64,9,10,7,0,3.0
0.64,9,10,3,0,16.5
0.64,9,10,6,0,10.5
0.64,9,10,5,0,7.0
0.64,9,10,4,0,27.5
2.85,11,3,7,0,7.0
2.85,11,3,2,0,16.5
2.85,11,3,5,0,10.5
2.85,11,3,6,0,16.5
2.85,11,3,4,0,32.5
1.25,5,4,10,1,7.0
1.25,5,4,0,1,15.0
1.88,11,9,10,1,8.0
1.88,11,9,0,1,16.0
1.88,11,9,9,1,8.0
2.31,5,0,6,0,13.5
2.31,5,0,7,0,7.0
2.31,5,0,2,0,16.5
2.31,5,0,3,0,22.5
2.31,5,0,5,0,9.0
4.61,2,10,5,0,13.5
4.61,2,10,6,0,22.5
4.61,2,10,7,0,5.0
4.61,2,10,4,0,45.5
4.61,2,10,2,0,27.5
4.61,2,10,3,0,32.5
2.17,9,7,11,1,13.5
2.17,9,7,12,1,8.5
2.47,1,9,7,0,7.0
2.47,1,9,5,0,9.0
2.5,8,1,5,0,10.5
2.54,10,8,6,0,16.5
2.54,10,8,5,0,10.5
2.54,10,8,2,0,19.5
2.54,10,8,3,0,22.5
1.63,11,9,0,1,18.5
1.63,11,9,11,1,14.0
1.63,11,9,10,1,9.0
2.41,1,8,5,0,10.5
2.41,1,8,6,0,16.5
2.41,1,8,7,0,7.0
2.86,11,8,9,1,9.0
2.86,11,8,10,1,9.5
2.86,11,8,11,1,16.5
2.86,11,8,0,1,24.0
2.86,11,8,12,1,9.5
1.68,0,3,5,0,7.0
1.68,0,3,7,0,5.0
1.68,0,3,2,0,13.5
1.68,0,3,6,0,13.5
1.17,4,6,2,0,13.5
1.17,4,6,7,0,7.0
1.56,0,2,0,1,16.0
1.56,0,2,12,1,7.5
2.41,1,8,5,0,9.0
2.41,1,8,6,0,16.5
2.44,1,3,6,0,13.5
0.99,4,5,10,1,7.5
0.99,4,5,12,1,7.5
0.99,4,5,11,1,10.5
0.99,4,5,0,1,15.0
0.99,4,5,1,1,27.5
3.2,8,11,0,1,25.0
1.57,6,10,1,1,26.5
1.57,6,10,9,1,7.0
1.57,6,10,10,1,7.0
3.05,3,7,9,1,9.5
3.05,3,7,12,1,10.5
3.05,3,7,10,1,10.5
3.05,3,7,1,1,34.0
3.26,7,8,2,0,22.5
3.26,7,8,7,0,7.0
3.26,7,8,4,0,38.5
3.26,7,8,5,0,10.5
2.42,1,6,7,0,7.0
2.42,1,6,3,0,22.5
2.32,2,1,6,0,16.5
2.32,2,1,5,0,10.5
2.32,2,1,2,0,16.5
1.67,7,9,4,0,27.5
1.67,7,9,3,0,22.5
1.67,7,9,2,0,16.5
1.67,7,9,7,0,5.0
1.67,7,9,6,0,13.5
2.46,1,3,0,1,20.5
2.46,1,3,1,1,29.5
2.46,1,3,11,1,16.0
2.46,1,3,9,1,8.5
2.46,1,3,10,1,10.5
2.62,2,10,10,1,10.5
2.62,2,10,0,1,23.5
2.62,2,10,1,1,34.0
2.62,2,10,12,1,10.5
2.62,2,10,9,1,10.0
2.62,2,10,11,1,18.0
3.65,4,3,12,1,27.0
3.65,4,3,1,1,42.0
2.46,8,1,3,0,22.5
2.46,8,1,5,0,9.0
2.46,8,1,2,0,16.5
2.46,8,1,6,0,13.5
2.86,11,8,1,1,31.0
2.86,11,8,12,1,9.5
2.86,11,8,0,1,23.0
2.86,11,8,9,1,9.5
2.86,11,8,11,1,18.0
1.16,10,5,1,1,26.5
1.16,10,5,12,1,9.5
1.16,10,5,10,1,9.5
1.16,10,5,9,1,9.0
1.16,10,5,0,1,18.0
1.16,10,5,11,1,14.0
3.07,7,3,0,1,19.5
3.07,7,3,12,1,9.5
3.07,7,3,1,1,31.5
3.07,7,3,10,1,9.5
3.29,7,3,2,0,22.5
3.29,7,3,3,0,30.0
0.39,9,4,10,1,7.0
0.39,9,4,12,1,7.0
0.39,9,4,9,1,6.5
0.39,9,4,1,1,27.0
0.52,4,9,7,0,5.0
0.52,4,9,6,0,9.0
0.52,4,9,3,0,16.5
0.52,4,9,2,0,10.5
4.4,4,3,12,1,17.5
4.4,4,3,9,1,15.5
2.8,2,11,11,1,17.5
2.8,2,11,10,1,10.5
2.8,2,11,9,1,11.0
2.87,2,11,3,0,27.5
2.87,2,11,2,0,19.5
2.87,2,11,7,0,7.0
2.44,9,0,1,1,32.0
0.54,4,9,12,1,7.0
0.54,4,9,11,1,10.5
0.54,4,9,9,1,4.5
0.54,4,9,0,1,15.0
0.54,4,9,1,1,27.5
1.5,6,1,2,0,16.5
0.99,7,6,4,0,26.0
0.99,7,6,2,0,13.5
0.99,7,6,3,0,16.5
0.99,7,6,5,0,7.0
0.99,7,6,6,0,11.0
0.99,7,6,7,0,5.0
1.24,1,5,5,0,7.0
1.24,1,5,2,0,11.0
1.24,1,5,3,0,16.5
1.24,1,5,6,0,11.0
2.83,11,3,7,0,7.0
2.83,11,3,5,0,10.5
2.83,11,3,3,0,22.5
2.83,11,3,2,0,19.5
2.83,11,3,6,0,16.5
2.83,11,3,4,0,32.5
1.32,9,0,5,0,9.0
1.32,9,0,2,0,16.5
1.32,9,0,6,0,13.5
1.32,9,0,3,0,19.5
1.32,9,0,4,0,30.0
1.32,9,0,7,0,7.0
0.55,7,5,7,0,5.0
1.47,0,3,4,0,27.5
1.47,0,3,2,0,13.5
1.01,7,6,7,0,5.0
1.01,7,6,3,0,16.5
3.01,2,7,9,1,10.0
3.01,2,7,1,1,31.5
2.48,0,9,3,0,27.5
2.48,0,9,5,0,10.5
2.48,0,9,6,0,19.5
2.61,1,8,9,1,8.0
2.61,1,8,0,1,19.5
2.61,1,8,11,1,15.0
1.18,10,5,0,1,16.0
1.18,10,5,11,1,12.5
1.18,10,5,9,1,7.5
1.35,9,1,12,1,8.5
1.35,9,1,1,1,28.0
1.35,9,1,11,1,13.0
2.84,3,11,10,1,9.5
2.84,3,11,11,1,16.0
2.84,3,11,12,1,9.5
2.84,3,11,0,1,21.5
2.84,3,11,1,1,28.5
2.84,3,11,9,1,8.5
1.61,5,10,1,1,27.0
1.61,5,10,9,1,7.5
1.61,5,10,11,1,15.0
1.57,6,10,0,1,18.0
3.47,7,2,6,0,19.5
3.47,7,2,2,0,22.5
3.47,7,2,4,0,38.5
3.47,7,2,5,0,10.5
1.03,6,4,6,0,10.5
1.03,6,4,5,0,7.0
1.96,0,5,6,0,16.5
1.96,0,5,2,0,19.5
1.96,0,5,7,0,7.0
3.2,3,10,4,0,38.0
0.49,7,5,9,1,6.5
1.11,11,6,12,1,8.5
1.11,11,6,9,1,7.5
1.11,11,6,10,1,8.5
1.11,11,6,11,1,13.0
1.11,11,6,1,1,26.0
1.11,11,6,0,1,17.0
1.23,6,11,9,1,7.0
1.23,6,11,12,1,9.5
1.23,6,11,11,1,14.0
1.49,0,2,4,0,27.5
1.49,0,2,7,0,5.0
1.49,0,2,5,0,7.0
1.49,0,2,3,0,16.5
1.49,0,2,6,0,13.5
4.41,4,3,12,1,13.0
0.62,11,5,1,1,27.0
0.62,11,5,9,1,5.5
0.62,11,5,0,1,15.5
1.91,10,8,12,1,8.0
1.91,10,8,1,1,28.0
1.91,10,8,0,1,19.5
1.91,10,8,10,1,8.0
2.36,3,1,3,0,26.0
2.36,3,1,5,0,11.0
1.11,11,6,10,1,8.0
1.11,11,6,11,1,12.0
1.11,11,6,0,1,15.0
0.49,7,5,10,1,7.0
0.49,7,5,0,1,15.0
3.21,7,8,4,0,34.0
3.21,7,8,2,0,19.5
3.21,7,8,3,0,26.0
3.21,7,8,5,0,11.0
2.72,11,3,1,1,31.5
2.41,0,5,5,0,10.5
2.41,0,5,6,0,16.5
3.3,8,7,10,1,11.5
3.3,8,7,0,1,30.5
3.3,8,7,1,1,39.5
3.22,7,8,10,1,10.5
3.22,7,8,1,1,31.5
3.22,7,8,0,1,22.5
3.22,7,8,9,1,7.5
3.22,7,8,12,1,10.5
0.39,9,4,10,1,7.0
0.39,9,4,9,1,5.5
4.55,4,8,9,1,9.5
4.55,4,8,10,1,12.5
2.31,5,0,6,0,16.5
2.31,5,0,2,0,19.5
2.31,5,0,7,0,3.0
2.31,5,0,3,0,22.5
2.31,5,0,5,0,10.5
1.57,6,10,11,1,12.5
1.41,2,0,0,1,15.0
1.41,2,0,1,1,23.0
2.11,11,9,0,1,18.0
2.11,11,9,10,1,8.5
2.11,11,9,9,1,8.5
2.61,8,11,1,1,29.5
2.61,8,11,0,1,22.5
2.61,8,11,11,1,17.0
1.16,11,6,12,1,7.5
1.16,11,6,1,1,27.5
1.16,11,6,10,1,7.5
1.16,11,6,9,1,7.5
1.16,11,6,11,1,11.5
3.13,3,7,3,0,27.5
3.13,3,7,2,0,19.5
2.3,0,5,9,1,9.5
2.3,0,5,11,1,16.0
1.71,9,11,12,1,8.5
1.71,9,11,9,1,8.5
1.89,0,9,11,1,16.0
1.89,0,9,10,1,11.5
1.89,0,9,9,1,11.0
1.89,0,9,12,1,11.5
1.89,0,9,1,1,31.5
1.98,0,5,7,0,7.0
1.98,0,5,6,0,13.5
1.98,0,5,4,0,27.5
1.98,0,5,5,0,10.5
1.98,0,5,3,0,22.5
4.21,4,8,4,0,38.5
4.21,4,8,2,0,27.5
4.21,4,8,3,0,32.5
1.86,6,11,12,1,8.0
1.86,6,11,0,1,16.0
1.86,6,11,9,1,8.0
1.16,11,6,11,1,12.5
1.16,11,6,0,1,16.0
1.16,11,6,12,1,8.5
2.84,0,6,10,1,10.5
2.84,0,6,9,1,9.0
2.84,0,6,1,1,32.0
2.84,0,6,0,1,25.0
2.84,0,6,12,1,10.5
2.84,0,6,11,1,18.0
1.66,11,9,5,0,9.0
1.66,11,9,2,0,16.5
1.16,10,5,9,1,7.5
2.51,0,6,6,0,19.5
2.51,0,6,7,0,7.0
2.51,0,6,2,0,22.5
2.51,0,6,5,0,11.0
1.21,6,4,9,1,7.5
1.21,6,4,1,1,26.0
1.21,6,4,11,1,11.0
2.36,3,1,6,0,13.5
2.36,3,1,4,0,30.0
2.89,2,11,7,0,7.0
2.89,2,11,6,0,16.5
0.73,5,11,11,1,11.5
0.73,5,11,0,1,16.0
0.73,5,11,10,1,7.0
1.37,9,0,6,0,13.5
1.37,9,0,3,0,22.5
1.37,9,0,4,0,27.5
0.91,5,11,5,0,7.0
0.91,5,11,7,0,5.0
0.91,5,11,3,0,16.5
0.91,5,11,2,0,11.0
0.91,5,11,6,0,11.0
1.5,9,1,3,0,26.0
1.5,9,1,2,0,19.5
1.5,9,1,6,0,16.5
1.5,9,1,4,0,34.0
1.5,9,1,5,0,11.0
2.79,1,2,12,1,9.5
2.79,1,2,10,1,9.5
2.79,1,2,0,1,20.5
2.27,2,1,9,1,8.5
2.27,2,1,11,1,14.0
1.99,10,8,4,0,26.0
1.99,10,8,6,0,13.5
1.99,10,8,3,0,19.5
1.99,10,8,2,0,16.5
1.99,10,8,5,0,9.0
2.32,3,1,9,1,8.5
2.66,10,3,12,1,9.5
2.66,10,3,9,1,9.0
2.66,10,3,0,1,22.5
3.0,8,10,6,0,19.5
3.0,8,10,5,0,10.5
1.32,9,0,3,0,19.5
1.32,9,0,2,0,16.5
1.32,9,0,7,0,7.0
1.32,9,0,6,0,13.5
1.64,0,8,0,1,17.0
1.64,0,8,9,1,8.0
1.64,0,8,10,1,8.0
2.42,9,1,5,0,9.0
2.42,9,1,7,0,7.0
1.8,8,10,9,1,8.5
2.94,3,11,2,0,22.5
2.94,3,11,5,0,13.5
2.94,3,11,6,0,22.5
2.79,11,8,4,0,34.0
2.79,11,8,6,0,16.5
2.79,11,8,3,0,26.0
4.62,4,2,7,0,7.0
4.62,4,2,4,0,38.5
4.62,4,2,2,0,22.5
4.62,4,2,6,0,22.5
2.78,8,7,0,1,22.5
2.78,8,7,11,1,17.0
2.14,10,8,6,0,16.5
2.14,10,8,4,0,32.5
2.14,10,8,5,0,10.5
2.14,10,8,3,0,22.5
2.14,10,8,2,0,19.5
2.14,10,8,7,0,7.0
1.5,0,3,4,0,27.5
1.5,0,3,2,0,13.5
1.5,0,3,5,0,7.0
1.5,0,3,7,0,5.0
1.5,0,3,6,0,10.5
1.5,0,3,3,0,16.5
1.37,9,0,6,0,13.5
0.49,7,5,1,1,27.5
0.57,7,5,5,0,7.0
2.89,0,6,2,0,22.5
2.89,0,6,4,0,38.5
2.89,0,6,5,0,13.5
2.89,0,6,6,0,22.5
2.89,0,6,7,0,10.5
2.89,0,6,3,0,27.5
4.53,4,8,9,1,11.5
0.55,9,10,11,1,9.5
0.55,9,10,0,1,15.0
1.26,10,5,3,0,16.5
1.26,10,5,2,0,13.5
1.26,10,5,4,0,27.5
3.01,2,7,12,1,12.0
3.01,2,7,10,1,12.0
3.01,2,7,11,1,18.5
2.5,1,9,11,1,15.0
2.5,1,9,9,1,9.0
2.5,1,9,12,1,9.5
2.5,1,9,1,1,29.5
2.7,10,3,4,0,34.0
2.7,10,3,7,0,7.0
3.07,7,3,10,1,10.5
3.07,7,3,9,1,7.5
3.07,7,3,1,1,31.5
2.19,6,1,12,1,8.5
2.19,6,1,11,1,13.0
2.19,6,1,1,1,28.5
2.19,6,1,9,1,8.5
2.19,6,1,10,1,8.5
0.94,5,11,0,1,16.0
0.94,5,11,10,1,7.0
3.85,4,8,4,0,42.5
3.85,4,8,2,0,26.0
3.85,4,8,7,0,7.0
3.85,4,8,3,0,34.0
3.85,4,8,5,0,13.5
0.92,4,5,5,0,7.0
0.92,4,5,7,0,5.0
0.92,4,5,6,0,10.5
0.92,4,5,4,0,27.5
0.92,4,5,2,0,10.5
0.56,5,7,12,1,7.5
0.56,5,7,10,1,7.5
0.56,5,7,11,1,11.5
2.48,9,1,9,1,9.0
2.48,9,1,0,1,18.5
3.07,7,3,11,1,17.5
2.77,11,8,5,0,10.5
2.77,11,8,3,0,27.5
2.77,11,8,2,0,22.5
2.77,11,8,4,0,38.5
2.77,11,8,7,0,9.0
2.46,1,3,12,1,9.5
2.46,1,3,10,1,9.5
2.46,1,3,9,1,8.5
2.46,1,3,11,1,17.0
2.46,1,3,0,1,19.5
3.45,9,0,0,1,24.0
3.45,9,0,1,1,31.0
3.45,9,0,9,1,10.0
3.25,7,8,3,0,27.5
3.25,7,8,7,0,7.0
0.99,4,5,3,0,16.5
0.99,4,5,7,0,5.0
0.99,4,5,6,0,10.5
0.99,4,5,4,0,27.5
0.99,4,5,5,0,7.0
4.45,4,3,4,0,42.5
4.45,4,3,2,0,22.5
4.45,4,3,7,0,9.0
1.3,10,9,0,1,15.0
2.25,0,9,6,0,19.5
2.25,0,9,2,0,22.5
2.25,0,9,5,0,10.5
1.04,4,6,0,1,16.0
1.04,4,6,10,1,8.0
1.23,10,5,5,0,9.0
1.23,10,5,3,0,19.5
1.23,10,5,6,0,13.5
1.23,10,5,7,0,5.0
1.97,11,9,9,1,9.0
1.97,11,9,11,1,16.0
2.78,0,6,3,0,27.5
2.78,0,6,6,0,16.5
2.78,0,6,7,0,3.0
2.78,0,6,2,0,19.5
2.27,2,1,2,0,16.5
2.27,2,1,7,0,7.0
2.27,2,1,6,0,13.5
2.27,2,1,4,0,27.5
2.27,2,1,5,0,10.5
2.72,11,3,10,1,9.5
2.72,11,3,1,1,29.5
2.72,11,3,11,1,16.5
2.72,11,3,0,1,18.5
3.15,2,7,7,0,9.0
3.15,2,7,2,0,19.5
3.15,2,7,3,0,26.0
1.5,7,9,1,1,27.5
1.16,11,6,12,1,7.5
1.16,11,6,0,1,15.5
0.49,7,5,0,1,15.0
0.49,7,5,1,1,27.5
0.49,7,5,9,1,7.0
0.49,7,5,10,1,7.0
3.16,3,7,7,0,7.0
1.38,6,1,12,1,11.0
1.38,6,1,9,1,10.0
1.38,6,1,0,1,20.5
1.38,6,1,10,1,11.0
1.38,6,1,11,1,16.0
2.42,6,0,3,0,22.5
2.42,6,0,5,0,10.5
2.42,6,0,7,0,7.0
2.46,1,3,12,1,9.5
2.46,1,3,1,1,30.5
2.46,1,3,0,1,18.5
1.49,0,2,3,0,16.5
1.49,0,2,4,0,26.0
1.49,0,2,5,0,7.0
1.49,0,2,6,0,11.0
2.86,11,8,0,1,23.0
2.86,11,8,12,1,8.5
2.86,11,8,11,1,16.0
2.86,11,8,1,1,31.5
2.86,11,8,10,1,8.5
2.86,11,8,9,1,9.0
3.04,11,2,1,1,34.0
3.05,3,7,9,1,11.0
2.66,1,2,4,0,30.0
3.25,8,7,3,0,32.5
3.25,8,7,7,0,10.5
3.05,3,7,11,1,19.0
3.05,3,7,10,1,10.5
3.05,3,7,9,1,10.0
3.05,3,7,12,1,10.5
2.88,11,8,10,1,10.5
2.88,11,8,11,1,18.0
2.62,1,8,9,1,8.0
2.62,1,8,11,1,16.0
2.62,1,8,12,1,10.5
3.24,7,8,1,1,34.0
3.24,7,8,9,1,10.0
3.24,7,8,11,1,19.5
3.24,7,8,10,1,11.5
4.4,4,3,12,1,13.0
4.4,4,3,0,1,27.5
4.4,4,3,11,1,20.5
3.54,7,2,6,0,19.5
3.54,7,2,2,0,22.5
2.59,10,8,2,0,16.5
3.5,7,2,5,0,11.0
3.5,7,2,2,0,22.5
3.5,7,2,3,0,26.0
1.23,10,9,5,0,7.0
1.23,10,9,2,0,13.5
4.5,3,4,12,1,13.0
4.5,3,4,9,1,11.5
4.5,3,4,0,1,31.5
4.5,3,4,10,1,13.0
4.59,3,4,7,0,9.0
4.59,3,4,5,0,13.5
4.59,3,4,4,0,42.5
4.59,3,4,3,0,30.0
1.3,5,4,4,0,27.5
1.41,0,8,2,0,13.5
3.01,2,7,10,1,10.5
3.01,2,7,12,1,10.5
3.01,2,7,1,1,33.5
2.66,1,2,3,0,22.5
2.66,1,2,4,0,30.0
1.34,3,0,10,1,7.5
1.5,0,2,4,0,27.5
1.5,0,2,6,0,10.5
1.5,0,2,5,0,7.0
1.5,0,2,2,0,13.5
1.73,6,10,7,0,5.0
1.73,6,10,2,0,16.5
1.73,6,10,4,0,30.0
3.21,3,7,3,0,26.0
3.21,3,7,6,0,16.5
3.21,3,7,2,0,19.5
0.55,9,10,1,1,27.5
0.55,9,10,12,1,7.0
1.92,8,1,1,1,28.5
1.92,8,1,11,1,16.0
1.92,8,1,0,1,19.5
1.92,8,1,10,1,10.5
1.92,8,1,9,1,10.0
3.15,2,10,6,0,16.5
3.15,2,10,2,0,19.5
3.15,2,10,4,0,32.5
3.15,2,10,7,0,5.0
1.94,1,6,5,0,9.0
1.94,1,6,7,0,7.0
1.94,1,6,4,0,30.0
1.94,1,6,6,0,13.5
2.63,1,8,0,1,23.0
4.54,2,4,3,0,30.0
4.54,2,4,2,0,26.0
0.78,5,11,3,0,16.5
0.78,5,11,6,0,10.5
4.54,2,4,6,0,19.5
4.54,2,4,5,0,13.5
4.48,3,4,12,1,13.0
4.48,3,4,0,1,29.5
4.48,3,4,1,1,37.0
0.91,1,5,12,1,7.5
0.91,1,5,0,1,15.0
0.91,1,5,11,1,11.5
0.91,1,5,9,1,7.5
0.91,1,5,10,1,7.5
0.91,1,5,1,1,27.5
1.34,3,0,0,1,14.5
1.34,3,0,9,1,6.5
1.34,3,0,10,1,7.5
1.34,3,0,1,1,23.0
1.34,3,0,12,1,7.5
1.34,3,0,11,1,11.5
1.23,5,1,0,1,16.0
2.14,8,10,4,0,30.0
2.14,8,10,5,0,9.0
2.14,8,10,7,0,7.0
2.14,8,10,3,0,22.5
2.14,8,10,6,0,16.5
1.21,6,4,1,1,27.5
1.21,6,4,12,1,7.5
1.21,6,4,9,1,8.0
1.21,6,4,10,1,7.5
1.21,6,4,0,1,15.0
1.36,1,5,12,1,8.5
1.36,1,5,10,1,8.5
1.36,1,5,11,1,13.0
1.36,1,5,1,1,27.0
1.36,1,5,9,1,8.5
4.94,4,2,9,1,16.5
2.48,8,1,4,0,30.0
2.48,8,1,7,0,7.0
0.68,11,5,4,0,26.0
0.68,11,5,7,0,3.5
0.68,11,5,3,0,16.5
1.89,10,8,1,1,25.0
1.89,10,8,11,1,13.0
1.89,10,8,0,1,17.0
1.89,10,8,12,1,7.5
5.56,2,4,12,1,15.0
5.56,2,4,0,1,34.0
5.56,2,4,11,1,25.0
5.56,2,4,9,1,15.0
5.56,2,4,1,1,41.5
2.79,1,2,12,1,9.5
2.79,1,2,0,1,23.0
2.79,1,2,9,1,7.5
2.79,1,2,10,1,9.5
2.66,10,3,0,1,25.0
1.55,6,1,4,0,26.0
1.55,6,1,6,0,13.5
1.24,10,8,9,1,6.5
1.24,10,8,12,1,7.0
0.71,11,5,4,0,34.0
0.71,11,5,5,0,9.0
0.71,11,5,7,0,5.0
0.39,9,4,12,1,7.0
0.39,9,4,0,1,15.0
3.05,3,7,11,1,17.0
3.05,3,7,9,1,10.0
3.05,3,7,1,1,29.5
3.05,3,7,12,1,10.5
0.39,9,4,10,1,7.0
3.05,3,7,10,1,10.5
0.61,11,5,0,1,15.0
3.01,2,7,12,1,10.5
3.01,2,7,11,1,17.0
3.18,3,7,5,0,11.0
3.18,3,7,7,0,7.0
3.18,3,7,5,0,9.0
3.18,3,7,4,0,34.0
3.18,3,7,3,0,26.0
3.18,3,7,2,0,19.5
3.18,3,7,6,0,16.5
0.55,9,10,9,1,7.5
0.55,9,10,1,1,27.5
0.55,9,10,0,1,15.0
0.55,9,10,11,1,10.5
1.4,5,1,6,0,10.5
1.4,5,1,4,0,27.5
1.4,5,1,3,0,16.5
1.4,5,1,5,0,7.0
1.4,5,1,7,0,3.0
1.4,5,1,2,0,13.5
1.06,6,11,6,0,10.5
1.06,6,11,4,0,27.5
1.06,6,11,3,0,16.5
3.98,4,2,10,1,25.0
3.98,4,2,0,1,29.5
3.98,4,2,1,1,46.0
3.98,4,2,9,1,20.0
0.68,11,5,1,1,27.0
0.68,11,5,10,1,7.5
1.61,5,10,12,1,9.0
1.61,5,10,9,1,9.0
1.61,5,10,10,1,9.0
1.61,5,10,0,1,18.5
2.27,2,1,0,1,21.0
2.27,2,1,9,1,9.5
1.09,7,6,3,0,16.5
1.08,6,7,0,1,16.0
1.08,6,7,9,1,6.5
1.27,10,5,4,0,27.5
1.27,10,5,6,0,13.5
1.27,10,5,5,0,7.0
1.27,10,5,3,0,16.5
1.27,10,5,7,0,5.0
1.27,10,5,2,0,13.5
1.8,8,10,10,1,14.0
1.8,8,10,11,1,22.5
1.8,8,10,12,1,14.0
1.51,2,0,11,1,11.5
1.51,2,0,9,1,7.5
1.51,2,0,0,1,15.0
1.51,2,0,10,1,7.5
0.99,6,4,6,0,13.5
2.17,9,7,10,1,8.0
2.17,9,7,0,1,18.5
2.8,2,11,9,1,11.0
2.8,2,11,0,1,25.0
2.8,2,11,11,1,16.5
3.79,4,8,9,1,9.0
3.79,4,8,0,1,28.5
3.79,4,8,12,1,13.0
3.79,4,8,11,1,21.5
3.79,4,8,1,1,38.5
1.41,10,6,1,1,27.0
1.41,10,6,10,1,8.5
1.41,10,6,9,1,8.5
4.6,3,4,3,0,30.0
4.6,3,4,5,0,13.5
4.6,3,4,6,0,22.5
1.61,5,10,9,1,10.0
1.61,5,10,1,1,43.5
0.39,9,4,10,1,7.0
0.39,9,4,0,1,15.0
0.39,9,4,11,1,9.5
0.39,9,4,1,1,27.5
3.3,8,7,1,1,32.0
3.3,8,7,12,1,11.5
3.3,8,7,11,1,19.5
3.3,8,7,9,1,9.0
1.61,5,10,9,1,8.0
1.61,5,10,11,1,13.5
1.61,5,10,10,1,8.0
1.61,5,10,1,1,26.0
1.61,5,10,0,1,18.5
1.61,5,10,12,1,8.0
2.79,1,2,11,1,18.0
2.79,1,2,0,1,23.5
